identity_client,weight,age,profile_gender,profile_GOR,voted_ge_2024,pastvote_ge_2024,pastvote_EURef,profile_education_level,profile_education_level_recode,profile_work_stat,political_attention,split,xconsent,randMOSTLEAST,mostlikely,leastlikely,MLthermo,MLthermo_KB,MLthermo_KS,MLthermo_NF,MLthermo_ED,MLthermo_CD,MLthermo_AR,LLthermo,LLthermo_KB,LLthermo_KS,LLthermo_NF,LLthermo_ED,LLthermo_CD,LLthermo_AR,agreedisagree,xtrust,child
1812,0.71,27,Male,North West,"Yes, voted",Labour,I voted to Leave,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",High,Working full time (30 or more hours per week),8,2,I consent to taking part in this study,6,Green Party,Conservative Party,1,Not Asked,Not Asked,Not Asked,Not Asked,89,77,1,18,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Neither happy nor upset
1813,1.19,57,Male,Yorkshire and the Humber,"Yes, voted",Conservative,I voted to Remain,Scottish Higher Certificate,Medium,Working full time (30 or more hours per week),7,1,I consent to taking part in this study,1,Conservative Party,Labour Party,1,71,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,1,Not Asked,54,Not Asked,Not Asked,Not Asked,Not Asked,Strongly disagree,Once in a while,Neither happy nor upset
1814,0.6,34,Female,North West,"Yes, voted",Labour,I voted to Remain,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",High,Working full time (30 or more hours per week),7,3,I consent to taking part in this study,6,Labour Party,Reform UK,1,Not Asked,86,Not Asked,Not Asked,Not Asked,Not Asked,1,Not Asked,Not Asked,0,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Extremely upset
1815,0.8,31,Female,London,"Yes, voted",Green,I voted to Remain,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",High,Working full time (30 or more hours per week),10,3,I consent to taking part in this study,3,Green Party,Reform UK,1,Not Asked,Not Asked,Not Asked,Not Asked,997,997,1,Not Asked,Not Asked,0,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Extremely upset
1816,0.86,38,Male,West Midlands,"Yes, voted",Labour,I voted to Remain,Prefer not to say,Medium,Unemployed,8,4,I consent to taking part in this study,1,Green Party,Reform UK,1,Not Asked,Not Asked,Not Asked,Not Asked,62,64,1,Not Asked,Not Asked,0,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Extremely upset
1817,3.89,25,Female,North West,"No, did not vote",,I did not vote,No formal qualifications,Low,Other,2,Not Asked,I do not wish to continue with this study,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked
1818,0.7,70,Female,South East,"Yes, voted",Conservative,I voted to Leave,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",High,Retired,7,1,I consent to taking part in this study,3,Conservative Party,Labour Party,1,56,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,1,Not Asked,9,Not Asked,Not Asked,Not Asked,Not Asked,Tend to disagree,Once in a while,Neither happy nor upset
1819,0.87,69,Female,North West,"Yes, voted",Reform UK,I voted to Leave,Clerical and commercial,Low,Retired,5,1,I consent to taking part in this study,3,Reform UK,Labour Party,1,Not Asked,Not Asked,60,Not Asked,Not Asked,Not Asked,1,Not Asked,0,Not Asked,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Neither happy nor upset
1820,0.85,28,Male,London,"Yes, voted",Labour,I voted to Remain,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",High,Working part time (8-29 hours a week),10,2,I consent to taking part in this study,6,Labour Party,None of these,1,Not Asked,55,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked
1821,1.32,20,Female,East of England,"Yes, voted",Other,I did not vote,GCE A level or Higher Certificate,Medium,Full time student,7,3,I consent to taking part in this study,5,Labour Party,Reform UK,1,Not Asked,61,Not Asked,Not Asked,Not Asked,Not Asked,1,Not Asked,Not Asked,1,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Extremely upset
1822,0.83,32,Male,Yorkshire and the Humber,"Yes, voted",Labour,I did not vote,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",High,Working full time (30 or more hours per week),5,1,I consent to taking part in this study,4,Labour Party,Conservative Party,1,Not Asked,51,Not Asked,Not Asked,Not Asked,Not Asked,1,6,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Neither happy nor upset
1823,0.71,68,Male,North West,"Yes, voted",Labour,I voted to Leave,City & Guilds certificate,Low,Working part time (8-29 hours a week),6,2,I consent to taking part in this study,1,Conservative Party,Reform UK,1,80,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,1,Not Asked,Not Asked,0,Not Asked,Not Asked,Not Asked,Tend to disagree,Almost never,Neither happy nor upset
1824,1.42,18,Female,London,"No, did not vote",,I did not vote,GCE A level or Higher Certificate,Medium,Full time student,10,4,I consent to taking part in this study,4,Reform UK,Green Party,1,Not Asked,Not Asked,60,Not Asked,Not Asked,Not Asked,1,Not Asked,Not Asked,Not Asked,Not Asked,997,997,Tend to disagree,Almost never,Somewhat upset
1825,3.36,42,Male,Yorkshire and the Humber,"No, did not vote",,I voted to Leave,"CSE grade 1, GCE O level, GCSE, School Certificate",Low,Working full time (30 or more hours per week),8,3,I consent to taking part in this study,1,Conservative Party,Labour Party,1,100,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,1,Not Asked,1,Not Asked,Not Asked,Not Asked,Not Asked,Tend to disagree,Almost never,Neither happy nor upset
1826,0.59,34,Female,West Midlands,"No, did not vote",,I voted to Remain,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",High,Working full time (30 or more hours per week),3,2,I consent to taking part in this study,2,Reform UK,Conservative Party,1,Not Asked,Not Asked,20,Not Asked,Not Asked,Not Asked,1,997,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Tend to disagree,Almost never,Neither happy nor upset
1827,2.86,30,Male,North East,"Yes, voted",Labour,I voted to Leave,"CSE grade 1, GCE O level, GCSE, School Certificate",Low,Working full time (30 or more hours per week),7,1,I consent to taking part in this study,4,Reform UK,Conservative Party,1,Not Asked,Not Asked,61,Not Asked,Not Asked,Not Asked,1,32,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Don't know,Almost never,Don't know
1828,0.66,66,Female,North West,"Yes, voted",Other,I voted to Leave,"Other technical, professional or higher qualification",Medium,Retired,5,Not Asked,I do not wish to continue with this study,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked
1829,1.3,36,Male,London,"No, did not vote",,I did not vote,"Other technical, professional or higher qualification",Medium,Working full time (30 or more hours per week),5,4,I consent to taking part in this study,3,Labour Party,Green Party,1,Not Asked,73,Not Asked,Not Asked,Not Asked,Not Asked,1,Not Asked,Not Asked,Not Asked,Not Asked,997,997,Tend to disagree,Once in a while,Neither happy nor upset
1830,0.62,32,Female,London,"Yes, voted",Labour,I voted to Remain,Recognised trade apprenticeship completed,Medium,Working full time (30 or more hours per week),7,1,I consent to taking part in this study,4,Labour Party,None of these,1,Not Asked,80,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked
1831,1.55,27,Male,Wales,"Yes, voted",Labour,I voted to Remain,GCE A level or Higher Certificate,Medium,Unemployed,6,1,I consent to taking part in this study,5,Labour Party,Conservative Party,1,Not Asked,65,Not Asked,Not Asked,Not Asked,Not Asked,1,997,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Somewhat upset
1832,0.76,38,Male,South East,"Yes, voted",Liberal Democrat,I voted to Remain,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",High,Working full time (30 or more hours per week),10,3,I consent to taking part in this study,1,Liberal Democrats,Reform UK,1,Not Asked,Not Asked,Not Asked,81,Not Asked,Not Asked,1,Not Asked,Not Asked,1,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Extremely upset
1833,0.69,24,Female,East of England,"Yes, voted",Liberal Democrat,I did not vote,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",High,Working full time (30 or more hours per week),6,1,I consent to taking part in this study,1,Liberal Democrats,Reform UK,1,Not Asked,Not Asked,Not Asked,997,Not Asked,Not Asked,1,Not Asked,Not Asked,0,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Somewhat upset
1834,0.58,48,Male,East of England,"Yes, voted",Other,I voted to Remain,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",High,Working part time (8-29 hours a week),9,3,I consent to taking part in this study,4,Liberal Democrats,Reform UK,1,Not Asked,Not Asked,Not Asked,56,Not Asked,Not Asked,1,Not Asked,Not Asked,0,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Somewhat upset
1835,1.32,33,Male,London,"Yes, voted",Conservative,I did not vote,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",High,Working full time (30 or more hours per week),7,3,I consent to taking part in this study,1,Conservative Party,Reform UK,1,50,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,1,Not Asked,Not Asked,30,Not Asked,Not Asked,Not Asked,Neither agree nor disagree,About half of the time,Neither happy nor upset
1836,0.87,43,Male,London,"Yes, voted",Liberal Democrat,I voted to Remain,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",High,Working full time (30 or more hours per week),9,2,I consent to taking part in this study,2,Liberal Democrats,Reform UK,1,Not Asked,Not Asked,Not Asked,96,Not Asked,Not Asked,1,Not Asked,Not Asked,6,Not Asked,Not Asked,Not Asked,Tend to disagree,Almost never,Somewhat upset
1837,0.8,76,Male,South East,"Yes, voted",Conservative,I voted to Leave,"Other technical, professional or higher qualification",Medium,Retired,7,Not Asked,I do not wish to continue with this study,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked
1838,0.71,67,Male,North West,"Yes, voted",Labour,I voted to Remain,"Other technical, professional or higher qualification",Medium,Retired,7,4,I consent to taking part in this study,2,Labour Party,Conservative Party,1,Not Asked,70,Not Asked,Not Asked,Not Asked,Not Asked,1,28,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Neither happy nor upset
1839,0.48,57,Male,South East,"Yes, voted",Labour,I voted to Remain,CSE grades 2-5,Low,Retired,10,4,I consent to taking part in this study,4,Labour Party,Reform UK,1,Not Asked,90,Not Asked,Not Asked,Not Asked,Not Asked,1,Not Asked,Not Asked,3,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Extremely upset
1840,0.71,51,Male,South East,"Yes, voted",Liberal Democrat,I voted to Remain,"Other technical, professional or higher qualification",Medium,Working full time (30 or more hours per week),6,4,I consent to taking part in this study,2,Liberal Democrats,Reform UK,1,Not Asked,Not Asked,Not Asked,997,Not Asked,Not Asked,1,Not Asked,Not Asked,0,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Extremely upset
1841,1.46,25,Male,East of England,"Yes, voted",Labour,I did not vote,"Other technical, professional or higher qualification",Medium,Working full time (30 or more hours per week),7,1,I consent to taking part in this study,6,Labour Party,Liberal Democrats,1,Not Asked,80,Not Asked,Not Asked,Not Asked,Not Asked,1,Not Asked,Not Asked,Not Asked,64,Not Asked,Not Asked,Tend to agree,Once in a while,Neither happy nor upset
1842,0.92,29,Female,East of England,"No, did not vote",,I did not vote,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",High,Working part time (8-29 hours a week),7,1,I consent to taking part in this study,5,Labour Party,Conservative Party,1,Not Asked,50,Not Asked,Not Asked,Not Asked,Not Asked,1,0,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Somewhat upset
1843,3.44,45,Male,Scotland,"No, did not vote",,I voted to Remain,"CSE grade 1, GCE O level, GCSE, School Certificate",Low,Not working,3,1,I consent to taking part in this study,5,None of these,Liberal Democrats,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,1,Not Asked,Not Asked,Not Asked,68,Not Asked,Not Asked,Neither agree nor disagree,Once in a while,Neither happy nor upset
1844,0.75,59,Male,Scotland,"Yes, voted",Scottish National Party (SNP),I voted to Leave,"Other technical, professional or higher qualification",Medium,Retired,7,Not Asked,I do not wish to continue with this study,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked
1845,0.74,40,Female,Scotland,"No, did not vote",,I voted to Remain,Scottish Higher Certificate,Medium,Working part time (8-29 hours a week),7,1,I consent to taking part in this study,4,Liberal Democrats,Reform UK,1,Not Asked,Not Asked,Not Asked,997,Not Asked,Not Asked,1,Not Asked,Not Asked,48,Not Asked,Not Asked,Not Asked,Neither agree nor disagree,Once in a while,Somewhat upset
1846,0.63,36,Female,East of England,"Yes, voted",Don't know,Can’t remember,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",High,Working full time (30 or more hours per week),4,2,I consent to taking part in this study,5,Reform UK,Labour Party,1,Not Asked,Not Asked,80,Not Asked,Not Asked,Not Asked,1,Not Asked,0,Not Asked,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Neither happy nor upset
1847,0.7,27,Female,West Midlands,"No, did not vote",,Can’t remember,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",High,Full time student,7,3,I consent to taking part in this study,2,Reform UK,Conservative Party,1,Not Asked,Not Asked,997,Not Asked,Not Asked,Not Asked,1,5,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Tend to disagree,About half of the time,Neither happy nor upset
1848,0.79,30,Female,London,"Yes, voted",Labour,I voted to Leave,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",High,Working full time (30 or more hours per week),6,2,I consent to taking part in this study,6,Conservative Party,Labour Party,1,100,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,1,Not Asked,10,Not Asked,Not Asked,Not Asked,Not Asked,Don't know,Once in a while,Don't know
1849,0.76,38,Female,London,"Yes, voted",Conservative,I voted to Leave,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",High,Working full time (30 or more hours per week),10,3,I consent to taking part in this study,5,Conservative Party,Labour Party,1,100,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,1,Not Asked,5,Not Asked,Not Asked,Not Asked,Not Asked,Tend to disagree,Almost never,Neither happy nor upset
1850,0.66,50,Male,East of England,"No, did not vote",,I voted to Remain,"CSE grade 1, GCE O level, GCSE, School Certificate",Low,Working part time (8-29 hours a week),5,Not Asked,I do not wish to continue with this study,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked
1851,2.26,19,Male,East of England,"Yes, voted",Liberal Democrat,I did not vote,"CSE grade 1, GCE O level, GCSE, School Certificate",Low,Full time student,9,1,I consent to taking part in this study,2,Liberal Democrats,Reform UK,1,Not Asked,Not Asked,Not Asked,96,Not Asked,Not Asked,1,Not Asked,Not Asked,18,Not Asked,Not Asked,Not Asked,Tend to disagree,Once in a while,Neither happy nor upset
1852,1.51,23,Male,North West,"Yes, voted",Green,I did not vote,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",High,Full time student,6,1,I consent to taking part in this study,3,Green Party,Conservative Party,1,Not Asked,Not Asked,Not Asked,Not Asked,997,997,1,5,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Somewhat upset
1853,0.74,35,Female,South West,"No, did not vote",,I did not vote,University diploma,Medium,Working full time (30 or more hours per week),6,2,I consent to taking part in this study,4,None of these,Conservative Party,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,1,997,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Neither agree nor disagree,Don't know,Don't know
1854,1.48,18,Female,Scotland,"No, did not vote",,I did not vote,"Other technical, professional or higher qualification",Medium,Full time student,9,1,I consent to taking part in this study,4,Green Party,Reform UK,1,Not Asked,Not Asked,Not Asked,Not Asked,85,76,1,Not Asked,Not Asked,1,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Somewhat upset
1855,0.58,59,Male,West Midlands,"Yes, voted",Reform UK,I voted to Leave,University diploma,Medium,Retired,10,4,I consent to taking part in this study,2,Reform UK,Labour Party,1,Not Asked,Not Asked,100,Not Asked,Not Asked,Not Asked,1,Not Asked,0,Not Asked,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Extremely upset
1856,0.68,47,Male,South East,"Yes, voted",Labour,I did not vote,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",High,Working full time (30 or more hours per week),8,1,I consent to taking part in this study,2,Liberal Democrats,Reform UK,1,Not Asked,Not Asked,Not Asked,80,Not Asked,Not Asked,1,Not Asked,Not Asked,0,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Extremely upset
